epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,10194.3,1.71144,0.9539,1.68776,0.96218,0.93729,0.98163,0.52703,1.58787,0.89513,1.7948,0.008944,0.008944,0.008944
34,10509.1,1.71819,0.94405,1.68293,0.9627,0.93531,0.98185,0.52785,1.58814,0.88401,1.79469,0.008911,0.008911,0.008911
35,10809.6,1.70936,0.94978,1.69093,0.9609,0.93788,0.98188,0.52844,1.58752,0.87879,1.79399,0.008878,0.008878,0.008878
36,11107.5,1.70546,0.93954,1.67929,0.9628,0.93685,0.98242,0.5286,1.58722,0.88028,1.79351,0.008845,0.008845,0.008845
37,11402.4,1.70773,0.93953,1.67526,0.96344,0.9363,0.98235,0.52894,1.58595,0.88065,1.79235,0.008812,0.008812,0.008812
38,11700.7,1.69331,0.93652,1.67204,0.96296,0.93602,0.98242,0.52934,1.58597,0.88224,1.79216,0.008779,0.008779,0.008779
39,12007.7,1.69107,0.92533,1.67132,0.96162,0.9365,0.98221,0.52903,1.58588,0.88247,1.79211,0.008746,0.008746,0.008746
40,12325.7,1.70106,0.92209,1.6773,0.9628,0.93709,0.98256,0.52973,1.58539,0.88028,1.79183,0.008713,0.008713,0.008713
41,12627.4,1.69139,0.91785,1.66548,0.96221,0.93848,0.98285,0.53014,1.58513,0.88283,1.79155,0.00868,0.00868,0.00868
42,12953.5,1.68799,0.92396,1.66115,0.96196,0.93907,0.98289,0.53101,1.58446,0.87948,1.79102,0.008647,0.008647,0.008647
43,13269.7,1.69339,0.91799,1.67005,0.96286,0.93842,0.98291,0.53122,1.58458,0.87145,1.79106,0.008614,0.008614,0.008614
44,13572.1,1.69467,0.9115,1.66869,0.96231,0.93947,0.98293,0.53078,1.58416,0.87024,1.79043,0.008581,0.008581,0.008581
45,13886.6,1.68527,0.90825,1.66019,0.96208,0.93861,0.98272,0.53116,1.58405,0.87183,1.78998,0.008548,0.008548,0.008548
46,14195,1.68908,0.91652,1.66558,0.96233,0.93749,0.9829,0.53163,1.58331,0.86805,1.7893,0.008515,0.008515,0.008515
47,14504.8,1.67892,0.91192,1.66413,0.96218,0.93769,0.9834,0.53237,1.58233,0.86151,1.78846,0.008482,0.008482,0.008482
48,14807.7,1.68712,0.90863,1.66269,0.9638,0.93758,0.9833,0.53299,1.58222,0.8542,1.78808,0.008449,0.008449,0.008449
49,15124.3,1.68391,0.9128,1.65746,0.96607,0.93689,0.98335,0.53307,1.58256,0.85421,1.78835,0.008416,0.008416,0.008416
50,15427.2,1.6727,0.90256,1.65319,0.96421,0.93801,0.98359,0.53271,1.58227,0.84818,1.78745,0.008383,0.008383,0.008383
51,15737.6,1.66646,0.88854,1.65338,0.96288,0.93914,0.98325,0.53378,1.58191,0.83845,1.78677,0.00835,0.00835,0.00835
52,16062.7,1.65939,0.89265,1.65265,0.96458,0.93725,0.98295,0.5331,1.58206,0.83588,1.78656,0.008317,0.008317,0.008317
53,16381.6,1.6645,0.88489,1.65402,0.96403,0.93887,0.9832,0.53325,1.58227,0.83044,1.78654,0.008284,0.008284,0.008284
54,16696.7,1.66149,0.88769,1.65043,0.96402,0.93808,0.98293,0.53364,1.58141,0.8223,1.78626,0.008251,0.008251,0.008251
55,17022,1.65465,0.87802,1.64379,0.96514,0.93659,0.98328,0.53384,1.5817,0.82257,1.78646,0.008218,0.008218,0.008218
56,17341.1,1.66522,0.87617,1.64729,0.96587,0.93689,0.98355,0.53417,1.58142,0.83087,1.78632,0.008185,0.008185,0.008185
57,17643.9,1.65269,0.87996,1.64026,0.96499,0.93782,0.98385,0.53478,1.58118,0.83401,1.78625,0.008152,0.008152,0.008152
58,17945.2,1.65331,0.87492,1.63963,0.96613,0.93675,0.98399,0.53468,1.58119,0.83409,1.78607,0.008119,0.008119,0.008119
59,18262.8,1.66051,0.88003,1.64518,0.96426,0.93749,0.98382,0.53513,1.5808,0.83305,1.78586,0.008086,0.008086,0.008086
60,18568.2,1.65643,0.87498,1.64419,0.96554,0.93668,0.984,0.53541,1.58029,0.83405,1.78522,0.008053,0.008053,0.008053
61,18867.4,1.64406,0.87148,1.63821,0.96574,0.9365,0.98369,0.53505,1.58047,0.83484,1.78523,0.00802,0.00802,0.00802
62,19173.1,1.64359,0.86885,1.63617,0.96492,0.93788,0.98373,0.53534,1.58026,0.82883,1.78505,0.007987,0.007987,0.007987
63,19480.9,1.63894,0.85657,1.63177,0.96512,0.93788,0.98397,0.53547,1.58003,0.82552,1.78494,0.007954,0.007954,0.007954
64,19786,1.64086,0.85591,1.627,0.96557,0.93761,0.98404,0.53593,1.58018,0.81395,1.78484,0.007921,0.007921,0.007921
65,20112.2,1.6477,0.85938,1.63738,0.96619,0.93841,0.98437,0.53612,1.58036,0.80747,1.78462,0.007888,0.007888,0.007888
66,20422,1.63451,0.8479,1.6325,0.96633,0.93848,0.98331,0.53705,1.58055,0.80455,1.78441,0.007855,0.007855,0.007855
67,20723,1.6285,0.85495,1.62898,0.96486,0.9396,0.98351,0.53656,1.58037,0.79775,1.78409,0.007822,0.007822,0.007822
68,21028.6,1.63084,0.85639,1.63223,0.96408,0.93986,0.98404,0.53686,1.58025,0.79775,1.78413,0.007789,0.007789,0.007789
69,21334.6,1.63208,0.8533,1.62985,0.96526,0.93981,0.98424,0.53691,1.57986,0.79012,1.78357,0.007756,0.007756,0.007756
70,21642.3,1.62526,0.84698,1.61984,0.96512,0.94006,0.98394,0.53759,1.57974,0.78108,1.7834,0.007723,0.007723,0.007723
71,21948.1,1.62914,0.84239,1.61968,0.96453,0.94153,0.98426,0.53837,1.57995,0.77308,1.78362,0.00769,0.00769,0.00769
72,22267.3,1.62463,0.85445,1.62613,0.96475,0.94224,0.98441,0.53855,1.58004,0.76217,1.78358,0.007657,0.007657,0.007657
73,22582,1.6183,0.84334,1.61615,0.96581,0.94164,0.98433,0.53927,1.5802,0.75695,1.78368,0.007624,0.007624,0.007624
74,22891.8,1.61586,0.84598,1.61081,0.96401,0.94243,0.9844,0.53917,1.58028,0.75329,1.78381,0.007591,0.007591,0.007591
75,23191.7,1.61093,0.83877,1.61064,0.96244,0.94285,0.98407,0.53959,1.58066,0.74287,1.78397,0.007558,0.007558,0.007558
76,23511.5,1.61569,0.83189,1.61247,0.96231,0.94263,0.98424,0.53898,1.58114,0.73506,1.78426,0.007525,0.007525,0.007525
77,23826.6,1.60674,0.84164,1.61268,0.96179,0.94184,0.98416,0.53929,1.58208,0.72862,1.78473,0.007492,0.007492,0.007492
78,24141.5,1.59941,0.82383,1.60442,0.96355,0.94119,0.98394,0.53898,1.58199,0.7211,1.78519,0.007459,0.007459,0.007459
79,24451.3,1.61646,0.83607,1.61756,0.96157,0.94224,0.98407,0.53932,1.58218,0.71913,1.78544,0.007426,0.007426,0.007426
80,24762.1,1.60534,0.82997,1.60918,0.9607,0.94362,0.98453,0.5396,1.58213,0.71725,1.78494,0.007393,0.007393,0.007393
81,25085,1.59999,0.82222,1.60231,0.96223,0.94256,0.98428,0.53953,1.58223,0.71674,1.78527,0.00736,0.00736,0.00736
82,25387.4,1.60488,0.8236,1.6114,0.96349,0.94105,0.98383,0.54009,1.5826,0.71331,1.78512,0.007327,0.007327,0.007327
83,25695.3,1.59694,0.82328,1.60061,0.96337,0.94157,0.98432,0.54079,1.58268,0.70499,1.78501,0.007294,0.007294,0.007294
84,26001.9,1.60805,0.82766,1.6113,0.96573,0.94006,0.98438,0.54046,1.5828,0.69732,1.78497,0.007261,0.007261,0.007261
85,26310.3,1.60247,0.82478,1.60387,0.96406,0.94184,0.98409,0.54025,1.58288,0.6924,1.78482,0.007228,0.007228,0.007228
86,26631.9,1.59291,0.81894,1.59996,0.96547,0.94184,0.9849,0.54064,1.58294,0.68766,1.78465,0.007195,0.007195,0.007195
87,26949.2,1.59724,0.83184,1.6018,0.96244,0.94342,0.98448,0.54084,1.58259,0.68532,1.78459,0.007162,0.007162,0.007162
88,27258.7,1.59535,0.82141,1.60378,0.96382,0.9432,0.98518,0.54228,1.58292,0.68348,1.78512,0.007129,0.007129,0.007129
89,27575.7,1.58383,0.81887,1.59322,0.96471,0.94184,0.98435,0.54218,1.5826,0.68306,1.78481,0.007096,0.007096,0.007096
90,27896.4,1.57697,0.80485,1.5893,0.96648,0.94111,0.98426,0.54217,1.58188,0.68102,1.78434,0.007063,0.007063,0.007063
91,28209.1,1.58927,0.81526,1.59729,0.96499,0.94322,0.98472,0.54267,1.58106,0.67564,1.78334,0.00703,0.00703,0.00703
92,28510.5,1.58923,0.81785,1.59671,0.96534,0.94382,0.98506,0.54307,1.58115,0.67474,1.78345,0.006997,0.006997,0.006997
93,28826.9,1.5794,0.80292,1.58945,0.96527,0.94382,0.98458,0.54331,1.58136,0.67511,1.78353,0.006964,0.006964,0.006964
94,29139,1.58118,0.81063,1.58968,0.96599,0.94421,0.98461,0.54322,1.58148,0.6752,1.78384,0.006931,0.006931,0.006931
95,29439.2,1.57264,0.81105,1.58828,0.96459,0.94297,0.9843,0.54321,1.58118,0.67358,1.78361,0.006898,0.006898,0.006898
96,29748.2,1.57409,0.8057,1.58833,0.96389,0.94533,0.98431,0.54336,1.58066,0.67686,1.78343,0.006865,0.006865,0.006865
97,30055.6,1.57341,0.80617,1.58135,0.95975,0.95074,0.98452,0.54365,1.57993,0.67909,1.78321,0.006832,0.006832,0.006832
98,30363.5,1.56807,0.79296,1.58737,0.96363,0.94856,0.98466,0.54352,1.58018,0.68265,1.78338,0.006799,0.006799,0.006799
99,30672.2,1.56035,0.79726,1.57119,0.96287,0.94898,0.98486,0.54428,1.57952,0.6858,1.78294,0.006766,0.006766,0.006766
100,30996.6,1.56203,0.8002,1.5872,0.96282,0.94775,0.98438,0.54485,1.57912,0.68912,1.78274,0.006733,0.006733,0.006733
101,31298.1,1.56677,0.7925,1.58383,0.96341,0.94788,0.98431,0.54492,1.57827,0.68829,1.78185,0.0067,0.0067,0.0067
102,31598.6,1.55614,0.79013,1.57598,0.96206,0.94975,0.98415,0.54563,1.57711,0.68302,1.78136,0.006667,0.006667,0.006667
103,31905.8,1.56021,0.80349,1.57712,0.96214,0.95019,0.98392,0.54512,1.57743,0.68432,1.78204,0.006634,0.006634,0.006634
104,32212.7,1.55225,0.78366,1.57187,0.96048,0.95189,0.98463,0.54574,1.57652,0.68713,1.7817,0.006601,0.006601,0.006601
105,32519.4,1.55247,0.79329,1.57451,0.96318,0.95209,0.98558,0.54636,1.57535,0.68867,1.78134,0.006568,0.006568,0.006568
106,32826.7,1.54672,0.78811,1.56657,0.96383,0.95035,0.98563,0.54644,1.57551,0.68518,1.78139,0.006535,0.006535,0.006535
107,33135,1.55419,0.78598,1.57251,0.96368,0.95011,0.9857,0.54617,1.57494,0.68573,1.78157,0.006502,0.006502,0.006502
108,33460.9,1.54903,0.789,1.56655,0.96337,0.95054,0.98523,0.5464,1.57487,0.68419,1.78189,0.006469,0.006469,0.006469
109,33763.6,1.54406,0.78055,1.56987,0.96311,0.95015,0.98529,0.54655,1.5745,0.68559,1.78179,0.006436,0.006436,0.006436
110,34087,1.54044,0.7759,1.55874,0.96352,0.95074,0.98532,0.54672,1.57389,0.6869,1.78171,0.006403,0.006403,0.006403
111,34409,1.5371,0.78104,1.56372,0.96303,0.95114,0.98503,0.54654,1.57365,0.68843,1.78182,0.00637,0.00637,0.00637
112,34711,1.53488,0.78092,1.56454,0.96519,0.94897,0.98562,0.54644,1.57373,0.68846,1.78197,0.006337,0.006337,0.006337
113,35012.7,1.53442,0.77799,1.55959,0.96716,0.94962,0.9862,0.54557,1.57313,0.68848,1.78173,0.006304,0.006304,0.006304
114,35319.7,1.53191,0.77221,1.55961,0.96696,0.94718,0.9861,0.54582,1.57273,0.6861,1.7817,0.006271,0.006271,0.006271
115,35626.9,1.53691,0.77891,1.56365,0.96692,0.94995,0.98664,0.54545,1.57298,0.68555,1.7819,0.006238,0.006238,0.006238
116,35932.5,1.53423,0.77369,1.55683,0.96757,0.95028,0.98677,0.54622,1.5725,0.68297,1.78188,0.006205,0.006205,0.006205
117,36238.8,1.53804,0.77676,1.55803,0.96852,0.95094,0.98766,0.54604,1.5723,0.68052,1.78199,0.006172,0.006172,0.006172
118,36555.8,1.5277,0.77697,1.55434,0.96779,0.95096,0.98766,0.54519,1.5725,0.67812,1.78221,0.006139,0.006139,0.006139
119,36856.4,1.53098,0.76459,1.5485,0.96645,0.95162,0.98784,0.54598,1.57209,0.67214,1.78221,0.006106,0.006106,0.006106
120,37185.7,1.51962,0.76493,1.55213,0.96662,0.95015,0.98786,0.54544,1.57253,0.66924,1.78278,0.006073,0.006073,0.006073
121,37498.1,1.52289,0.75632,1.55068,0.96653,0.94995,0.98779,0.54634,1.57277,0.66707,1.78313,0.00604,0.00604,0.00604
122,37801.2,1.51753,0.76455,1.5473,0.96621,0.95032,0.98757,0.54616,1.5733,0.66562,1.78387,0.006007,0.006007,0.006007
123,38105.1,1.52585,0.76885,1.55565,0.9666,0.95045,0.98812,0.54741,1.57318,0.66154,1.784,0.005974,0.005974,0.005974
124,38412.4,1.50974,0.75716,1.54443,0.96814,0.94965,0.98826,0.54686,1.57314,0.65978,1.78423,0.005941,0.005941,0.005941
125,38717.8,1.50866,0.75128,1.54416,0.96781,0.94975,0.98741,0.5467,1.57342,0.65989,1.78463,0.005908,0.005908,0.005908
126,39022.5,1.51251,0.75993,1.54218,0.9672,0.95193,0.98784,0.54767,1.57406,0.66094,1.78517,0.005875,0.005875,0.005875
127,39329.7,1.51395,0.76047,1.54379,0.96516,0.95312,0.98782,0.54756,1.57425,0.66222,1.78553,0.005842,0.005842,0.005842
128,39635.6,1.51555,0.75867,1.55012,0.9652,0.95477,0.98768,0.54683,1.57429,0.66409,1.78585,0.005809,0.005809,0.005809
129,39957.5,1.50083,0.75955,1.52989,0.96441,0.95419,0.98759,0.54696,1.57369,0.66212,1.78572,0.005776,0.005776,0.005776
130,40266.2,1.50415,0.74683,1.53578,0.96452,0.95391,0.98753,0.54692,1.57366,0.66218,1.78598,0.005743,0.005743,0.005743
131,40585.6,1.51191,0.75252,1.54125,0.96462,0.95452,0.98755,0.5469,1.5733,0.65707,1.78643,0.00571,0.00571,0.00571
132,40889.6,1.50242,0.75301,1.53781,0.96422,0.95413,0.98749,0.54682,1.57366,0.65659,1.78683,0.005677,0.005677,0.005677
133,41195.2,1.49813,0.75579,1.53193,0.96571,0.95277,0.98749,0.54722,1.57353,0.65399,1.78684,0.005644,0.005644,0.005644
134,41496.5,1.49648,0.74537,1.52986,0.96588,0.95153,0.98743,0.54727,1.57318,0.64965,1.78722,0.005611,0.005611,0.005611
135,41802.5,1.49007,0.73866,1.52776,0.96597,0.95312,0.98747,0.54757,1.57289,0.6478,1.78737,0.005578,0.005578,0.005578
136,42105.9,1.49249,0.74296,1.52927,0.96481,0.95453,0.9868,0.54726,1.57291,0.64757,1.78773,0.005545,0.005545,0.005545
137,42417.1,1.49132,0.74408,1.52656,0.96516,0.9541,0.98675,0.54764,1.57335,0.645,1.7887,0.005512,0.005512,0.005512
138,42718.9,1.48695,0.73916,1.52482,0.96316,0.95668,0.98722,0.54724,1.57462,0.64531,1.79029,0.005479,0.005479,0.005479
139,43025,1.4872,0.74227,1.52273,0.96302,0.95727,0.98755,0.54649,1.57557,0.64397,1.79101,0.005446,0.005446,0.005446
140,43331.8,1.4806,0.73625,1.52309,0.96293,0.95727,0.98742,0.54556,1.57619,0.64411,1.79227,0.005413,0.005413,0.005413
141,43635,1.48487,0.7394,1.52358,0.96746,0.95391,0.98812,0.54609,1.57765,0.64592,1.79403,0.00538,0.00538,0.00538
142,43939.4,1.47909,0.7396,1.52146,0.96759,0.95391,0.98755,0.54563,1.57789,0.64443,1.79443,0.005347,0.005347,0.005347
143,44260.5,1.48126,0.74069,1.52124,0.96633,0.95331,0.98733,0.5455,1.5779,0.64282,1.795,0.005314,0.005314,0.005314
144,44570.8,1.47978,0.73764,1.5206,0.96499,0.95417,0.98771,0.54592,1.5777,0.63936,1.7952,0.005281,0.005281,0.005281
145,44871.7,1.47261,0.73979,1.52269,0.9661,0.9543,0.98752,0.54542,1.57782,0.63485,1.7957,0.005248,0.005248,0.005248
146,45170.8,1.47526,0.73189,1.51725,0.96592,0.95325,0.98702,0.54599,1.57877,0.63294,1.79665,0.005215,0.005215,0.005215
147,45479,1.47059,0.73258,1.51392,0.9655,0.95589,0.9872,0.54648,1.57861,0.63051,1.79681,0.005182,0.005182,0.005182
148,45782.5,1.46722,0.7297,1.51383,0.96407,0.9555,0.98722,0.54623,1.57876,0.63209,1.7974,0.005149,0.005149,0.005149
149,46086.8,1.45866,0.7274,1.50481,0.96425,0.95511,0.98702,0.54606,1.57868,0.62871,1.79768,0.005116,0.005116,0.005116
150,46394.8,1.45971,0.7212,1.50975,0.96483,0.95524,0.98754,0.54612,1.57871,0.62791,1.79795,0.005083,0.005083,0.005083
151,46699.6,1.46494,0.72792,1.5071,0.96641,0.95614,0.98786,0.54635,1.57911,0.62619,1.7984,0.00505,0.00505,0.00505
152,47004.1,1.46253,0.72713,1.50405,0.96916,0.95193,0.987,0.54626,1.58002,0.62309,1.79931,0.005017,0.005017,0.005017
153,47310.8,1.45967,0.72334,1.50625,0.96821,0.95198,0.98606,0.54636,1.58003,0.62148,1.79945,0.004984,0.004984,0.004984
154,47616.4,1.45306,0.7179,1.5,0.96596,0.95443,0.98638,0.54622,1.57992,0.62203,1.79984,0.004951,0.004951,0.004951
155,47931.7,1.45097,0.71589,1.50095,0.96515,0.95549,0.98727,0.54603,1.58033,0.62297,1.80077,0.004918,0.004918,0.004918
156,48231,1.44777,0.71771,1.50181,0.96768,0.95349,0.98702,0.54605,1.57984,0.62499,1.80096,0.004885,0.004885,0.004885
157,48537.5,1.45033,0.71546,1.50232,0.96803,0.95242,0.98689,0.54621,1.57947,0.6238,1.80091,0.004852,0.004852,0.004852
158,48842.2,1.44569,0.71834,1.49388,0.96774,0.95232,0.98698,0.54653,1.5804,0.62392,1.80204,0.004819,0.004819,0.004819
159,49155.5,1.43793,0.70318,1.49194,0.96777,0.95232,0.98678,0.5466,1.58117,0.62534,1.80316,0.004786,0.004786,0.004786
160,49455.7,1.44522,0.71317,1.49495,0.96758,0.95312,0.98671,0.54693,1.58146,0.62449,1.80367,0.004753,0.004753,0.004753
161,49776.8,1.44144,0.71227,1.49321,0.96635,0.95312,0.98697,0.5465,1.58149,0.62553,1.8045,0.00472,0.00472,0.00472
162,50086.3,1.43489,0.71674,1.4922,0.96649,0.95281,0.98653,0.54677,1.58139,0.62555,1.80492,0.004687,0.004687,0.004687
163,50386.3,1.43431,0.70164,1.48872,0.96659,0.95331,0.98706,0.54626,1.58221,0.62232,1.80568,0.004654,0.004654,0.004654
164,50709.6,1.43436,0.7059,1.49283,0.96618,0.95503,0.98705,0.54607,1.58325,0.61981,1.80677,0.004621,0.004621,0.004621
165,51012.8,1.43393,0.70894,1.48865,0.96619,0.95549,0.98736,0.54628,1.5828,0.61796,1.80705,0.004588,0.004588,0.004588
166,51329.1,1.43066,0.70364,1.48905,0.96603,0.9547,0.98685,0.54662,1.58376,0.61871,1.80814,0.004555,0.004555,0.004555
167,51649.4,1.4242,0.70052,1.48018,0.96608,0.9547,0.98735,0.54716,1.58471,0.61681,1.80956,0.004522,0.004522,0.004522
168,51959.7,1.42015,0.70137,1.48352,0.9672,0.95529,0.98743,0.5467,1.58549,0.61306,1.81064,0.004489,0.004489,0.004489
169,52267.1,1.41138,0.69251,1.47685,0.96713,0.95446,0.98682,0.54638,1.58618,0.61042,1.8121,0.004456,0.004456,0.004456
170,52567.5,1.42316,0.70221,1.48282,0.96696,0.95521,0.98725,0.54652,1.58727,0.61033,1.81348,0.004423,0.004423,0.004423
171,52865.7,1.41587,0.6965,1.47338,0.96504,0.95556,0.98649,0.54607,1.58821,0.61009,1.81462,0.00439,0.00439,0.00439
172,53173.3,1.40862,0.70099,1.47281,0.96501,0.95484,0.98629,0.54521,1.58884,0.61031,1.81606,0.004357,0.004357,0.004357
173,53476.7,1.4125,0.69614,1.47073,0.96564,0.95391,0.98565,0.54483,1.58976,0.60989,1.81737,0.004324,0.004324,0.004324
174,53780.7,1.41091,0.69338,1.47414,0.96594,0.9537,0.98629,0.54537,1.5909,0.60815,1.81908,0.004291,0.004291,0.004291
175,54085.1,1.40834,0.69202,1.47409,0.96719,0.95312,0.98597,0.54488,1.59195,0.6061,1.82069,0.004258,0.004258,0.004258
176,54391.7,1.40821,0.69209,1.46838,0.96791,0.95292,0.98575,0.54501,1.59244,0.60228,1.82165,0.004225,0.004225,0.004225
