epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,43567,1.33076,0.69706,1.65326,0.96653,0.96592,0.98416,0.55623,1.57672,0.54337,2.05769,0.003862,0.003862,0.003862
188,43801.6,1.33884,0.69939,1.65343,0.96586,0.96741,0.98436,0.55655,1.57624,0.54334,2.05792,0.003829,0.003829,0.003829
189,44032.3,1.32939,0.69761,1.648,0.9662,0.96822,0.98431,0.55661,1.57598,0.54248,2.05813,0.003796,0.003796,0.003796
190,44272.3,1.33747,0.6987,1.65038,0.96535,0.96758,0.98416,0.55642,1.57619,0.54053,2.05819,0.003763,0.003763,0.003763
191,44508.1,1.3186,0.69259,1.63526,0.96594,0.96657,0.98403,0.55664,1.57573,0.53857,2.05702,0.00373,0.00373,0.00373
192,44742.7,1.31893,0.69042,1.63204,0.96494,0.96759,0.98403,0.55691,1.57582,0.53542,2.05669,0.003697,0.003697,0.003697
193,44978.8,1.32175,0.68705,1.63861,0.96461,0.96655,0.98415,0.5562,1.576,0.53367,2.05705,0.003664,0.003664,0.003664
194,45210.8,1.31549,0.68938,1.62801,0.96399,0.96719,0.98401,0.55622,1.57701,0.53247,2.0574,0.003631,0.003631,0.003631
195,45445.1,1.30637,0.6882,1.6228,0.96233,0.96884,0.98325,0.55568,1.57817,0.53253,2.05825,0.003598,0.003598,0.003598
196,45674.9,1.30889,0.68161,1.62806,0.96176,0.96985,0.98357,0.55502,1.57965,0.53159,2.06033,0.003565,0.003565,0.003565
197,45910.2,1.31147,0.68739,1.63215,0.96269,0.96783,0.98326,0.55435,1.58057,0.53029,2.06172,0.003532,0.003532,0.003532
198,46141.6,1.3051,0.68491,1.61992,0.96372,0.96778,0.9834,0.55458,1.5807,0.52968,2.06124,0.003499,0.003499,0.003499
199,46377.3,1.30096,0.68096,1.61106,0.96389,0.96673,0.9829,0.5543,1.58136,0.52955,2.06196,0.003466,0.003466,0.003466
200,46608,1.29539,0.67541,1.60801,0.9627,0.96768,0.98246,0.55443,1.58183,0.52783,2.06128,0.003433,0.003433,0.003433
201,46837.4,1.30121,0.68103,1.60807,0.96112,0.96895,0.98269,0.55369,1.58177,0.52824,2.061,0.0034,0.0034,0.0034
202,47072.7,1.29704,0.68128,1.61066,0.96051,0.96896,0.98231,0.55383,1.58225,0.52764,2.0604,0.003367,0.003367,0.003367
203,47303.6,1.29623,0.67564,1.60297,0.9595,0.969,0.98216,0.55363,1.58292,0.5289,2.05913,0.003334,0.003334,0.003334
